pl_name,hostname,discoverymethod,disc_year,disc_facility,disc_telescope,pl_orbper,pl_orbsmax,pl_rade,pl_bmasse,pl_dens,pl_orbeccen,pl_orbincl,st_spectype,st_teff,st_rad,st_mass,st_lum,st_dens,rastr,ra,decstr,dec,sy_dist,sy_vmag
HD 2952 b,HD 2952,Radial Velocity,2013,Okayama Astrophysical Observatory,1.88 m Telescope,312.08,1.117,13.9,284.77425,0.583,0.269,,K0 III,4853,10.9,1.91,1.768,,00h33m10.52s,8.2938367,+54d53m41.34s,54.8948177,110.103,5.9258
HD 29985 b,HD 29985,Radial Velocity,2022,Multiple Observatories,Multiple Telescopes,20608.14049,13.39,12.8,1739.47487,4.56,0.261,52.658,K,4678,0.57,0.75,-0.846,5.57159,04h42m05.20s,70.5216589,-33d55m15.85s,-33.9210696,31.2707,9.98
HD 30177 b,HD 30177,Radial Velocity,2002,Anglo-Australian Telescope,3.9 m Anglo-Australian Telescope,2514.53422,3.604,12.6,2670.7121,7.34,0.207,85.393,G8 V,5580,1.02,0.98,0.083,0.81457,04h41m54.50s,70.4770964,-58d01m14.91s,-58.0208085,55.5867,8.41
HD 30177 c,HD 30177,Radial Velocity,2016,Multiple Observatories,Multiple Telescopes,12085.45186,10.258,12.7,1954.6447,5.24,0.039,98.016,G8 V,5580,1.18,0.98,0.084,0.81457,04h41m54.50s,70.4770964,-58d01m14.91s,-58.0208085,55.5867,8.41
HD 30562 b,HD 30562,Radial Velocity,2009,Lick Observatory,3.0 m C. Donald Shane Telescope,1157,2.34,13.6,467.20776,1.02,0.76,65,G2 IV,5882,1.61,1.12,0.45,0.34122,04h48m36.71s,72.1529519,-05d40m30.41s,-5.6751152,26.1597,5.77466
HD 30669 b,HD 30669,Radial Velocity,2014,La Silla Observatory,3.6 m ESO Telescope,1684,2.69,14.3,149.37,0.281,0.18,,G9 V,5400,0.91,0.92,-0.146,1.53008,04h48m28.76s,72.1198522,-28d25m08.67s,-28.4190757,58.0844,9.12
HD 30856 b,HD 30856,Radial Velocity,2011,W. M. Keck Observatory,10 m Keck I Telescope,847,1.85,13.5,491.68301,1.1,0.061,,K0 III,4895,4.4,1.17,0.996,,04h50m17.88s,72.5745099,-24d22m08.14s,-24.3689282,131.199,7.91
HD 31253 b,HD 31253,Radial Velocity,2010,W. M. Keck Observatory,10 m Keck I Telescope,466,1.26,14.1,197.0546,0.386,0.3,,F8,6130,1.75,1.7,0.517,0.25572,04h54m43.75s,73.6822877,+12d21m07.24s,12.3520103,58.1438,7.13266
HD 31527 b,HD 31527,Radial Velocity,2019,La Silla Observatory,3.6 m ESO Telescope,16.5535,0.1254,3.22,10.47,1.72,0.1,,G2 V,5898,1.07,0.96,0.079,1.20634,04h55m38.31s,73.9096193,-23d14m28.74s,-23.2413163,38.4473,7.49
HD 31527 c,HD 31527,Radial Velocity,2019,La Silla Observatory,3.6 m ESO Telescope,51.2053,0.2663,3.85,14.16,1.36,0.04,,G2 V,5898,1.07,0.96,0.079,1.20634,04h55m38.31s,73.9096193,-23d14m28.74s,-23.2413163,38.4473,7.49
HD 31527 d,HD 31527,Radial Velocity,2019,La Silla Observatory,3.6 m ESO Telescope,271.6737,0.8098,3.46,11.82,1.57,0.24,,G2 V,5898,1.07,0.96,0.079,1.20634,04h55m38.31s,73.9096193,-23d14m28.74s,-23.2413163,38.4473,7.49
HD 3167 b,HD 3167,Transit,2016,K2,0.95 m Kepler Telescope,0.959641,0.01796,1.67,4.97,5.6,0,83.4,K0 V,5261,0.88,0.84,-0.27,1.81727,00h34m57.64s,8.7401487,+04d22m50.60s,4.3807215,47.2899,8.97
HD 3167 c,HD 3167,Transit,2016,K2,0.95 m Kepler Telescope,29.8454,0.1776,3,11.13,2.11,0.06,89.3,K0 V,5261,0.88,0.84,-0.27,1.81727,00h34m57.64s,8.7401487,+04d22m50.60s,4.3807215,47.2899,8.97
HD 3167 d,HD 3167,Radial Velocity,2017,Multiple Observatories,Multiple Telescopes,8.4112,0.0763,1.92,4.33,3.36,0.12,,K0 V,5261,0.88,0.84,-0.27,1.81727,00h34m57.64s,8.7401487,+04d22m50.60s,4.3807215,47.2899,8.97
HD 3167 e,HD 3167,Radial Velocity,2022,CHaracterising ExOPlanets Satellite (CHEOPS),0.3 m Ritchey-Chretien Telescope,96.63,0.3885,2.83,8.41,2.04,0.15,,K0 V,5261,0.88,0.84,-0.27,1.81727,00h34m57.64s,8.7401487,+04d22m50.60s,4.3807215,47.2899,8.97
HD 32518 b,HD 32518,Radial Velocity,2009,Thueringer Landessternwarte Tautenburg,2.0 m Alfred Jensch Telescope,157.35,0.594,13.2,905.49313,2.16,0.028,,K1 III,4580,10.22,1.13,1.666,,05h09m36.90s,77.4037569,+69d38m20.89s,69.6391355,122.115,6.43005
HD 32963 b,HD 32963,Radial Velocity,2015,W. M. Keck Observatory,10 m Keck I Telescope,2372,3.41,13.4,657.9048,1.5,0.07,19.3,G5 IV,5727,1.11,0.94,0.064,1.12694,05h07m55.68s,76.9820146,+26d19m39.65s,26.3276805,38.0786,7.6
HD 330075 b,HD 330075,Radial Velocity,2004,La Silla Observatory,3.6 m ESO Telescope,3.38773,0.04,14.3,152.5584,0.287,0,,K1,5000,0.84,0.47,-0.33,2.01681,15h49m37.32s,237.4054997,-49d57m50.11s,-49.9639199,45.2989,9.36
HD 331093 b,HD 331093,Radial Velocity,2021,Haute-Provence Observatory,1.93 m Telescope,621.62,1.44,13.6,476.74261,1.04,0.59,0.37,K0,5544,1.11,1.03,0.006,0.98643,19h42m28.80s,295.6200054,+31d44m22.36s,31.7395451,50.1928,8.38
HD 33142 b,HD 33142,Radial Velocity,2011,W. M. Keck Observatory,10 m Keck I Telescope,330,1.074,13.7,400.46379,0.856,0.049,,K0 III,5025.4,4.17,1.52,1,,05h07m35.53s,76.8980559,-13d59m10.81s,-13.9863374,121.375,7.96
HD 33142 c,HD 33142,Radial Velocity,2018,W. M. Keck Observatory,10 m Keck I Telescope,810.2,1.955,13.9,282.86728,0.579,0.081,,K0 III,5025.4,4.17,1.52,1,,05h07m35.53s,76.8980559,-13d59m10.81s,-13.9863374,121.375,7.96
HD 33142 d,HD 33142,Radial Velocity,2022,Multiple Observatories,Multiple Telescopes,89.9,0.452,9.32,63.56568,0.431,0.191,,K0 III,5025.4,4.17,1.52,1,,05h07m35.53s,76.8980559,-13d59m10.81s,-13.9863374,121.375,7.96
HD 332231 b,HD 332231,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),0.1 m TESS Telescope,18.712024,0.145,9.073,74.1,0.55,0,89.68,F8,6128,1.27,1.16,0.308,0.7993,20h26m57.87s,306.741134,+33d44m39.80s,33.7443882,80.6665,8.558
HD 33283 b,HD 33283,Radial Velocity,2006,W. M. Keck Observatory,10 m Keck I Telescope,18.1991,0.1508,12.5,104.56607,0.294,0.399,,G3/G5 V,5935,1.97,1.38,0.64,0.2145,05h08m01.08s,77.0044889,-26d47m51.61s,-26.7976689,89.8623,8.05
HD 33564 b,HD 33564,Radial Velocity,2005,Haute-Provence Observatory,1.93 m Telescope,388,1.1,12.5,2892.1,8.14,0.34,,F6 V,6250,1.44,1.25,0.535,0.57173,05h22m33.10s,80.6378979,+79d13m54.66s,79.2318488,20.9531,5.10111
HD 33844 b,HD 33844,Radial Velocity,2015,Anglo-Australian Telescope,3.9 m Anglo-Australian Telescope,551.40002,1.6,13.4,638.8383,1.46,0.15,,K0 III,4861,5.39,1.84,1.183,,05h12m36.14s,78.1505649,-14d57m03.52s,-14.9509775,105.779,7.29
HD 33844 c,HD 33844,Radial Velocity,2015,Anglo-Australian Telescope,3.9 m Anglo-Australian Telescope,916,2.24,13.5,556.2025,1.24,0.13,,K0 III,4861,5.29,1.78,1.149,,05h12m36.14s,78.1505649,-14d57m03.52s,-14.9509775,105.779,7.29
HD 34445 b,HD 34445,Radial Velocity,2009,W. M. Keck Observatory,10 m Keck I Telescope,1049,2.07,13.9,260.6206,0.533,0.27,,G0 V,5879,1.38,1.14,0.303,0.4672,05h17m40.98s,79.4207483,+07d21m09.78s,7.3527156,46.0907,7.31
HD 34445 c,HD 34445,Radial Velocity,2017,Multiple Observatories,Multiple Telescopes,214.67,0.7181,8.42,53.5,0.492,0.036,,G0 V,5836,1.38,1.07,0.303,0.4672,05h17m40.98s,79.4207483,+07d21m09.78s,7.3527156,46.0907,7.31
HD 34445 d,HD 34445,Radial Velocity,2017,Multiple Observatories,Multiple Telescopes,117.87,0.4817,6.07,30.7,0.754,0.027,,G0 V,5836,1.38,1.07,0.303,0.4672,05h17m40.98s,79.4207483,+07d21m09.78s,7.3527156,46.0907,7.31
HD 34445 e,HD 34445,Radial Velocity,2017,Multiple Observatories,Multiple Telescopes,49.175,0.2687,4.26,16.8,1.19,0.09,,G0 V,5836,1.38,1.07,0.303,0.4672,05h17m40.98s,79.4207483,+07d21m09.78s,7.3527156,46.0907,7.31
HD 34445 f,HD 34445,Radial Velocity,2017,Multiple Observatories,Multiple Telescopes,676.8,1.543,6.88,37.9,0.64,0.031,,G0 V,5836,1.38,1.07,0.303,0.4672,05h17m40.98s,79.4207483,+07d21m09.78s,7.3527156,46.0907,7.31
HD 34445 g,HD 34445,Radial Velocity,2017,Multiple Observatories,Multiple Telescopes,5700,6.36,13.6,120.6,0.263,0.032,,G0 V,5836,1.38,1.07,0.303,0.4672,05h17m40.98s,79.4207483,+07d21m09.78s,7.3527156,46.0907,7.31
HD 35759 b,HD 35759,Radial Velocity,2016,Haute-Provence Observatory,1.93 m Telescope,82.467,0.389,13,1195.0408,2.99,0.389,,G0,6060,1.76,1.15,0.537,0.31131,05h31m33.28s,82.8886636,+64d19m06.15s,64.3183753,71.2423,7.74
HD 360 b,HD 360,Radial Velocity,2021,Okayama Astrophysical Observatory,1.88 m Telescope,273.1,0.98,14,238.37131,0.477,0.139,,G8 III,4770,10.86,1.69,1.742,,00h08m17.50s,2.072903,-08d49m27.34s,-8.8242618,111.542,5.986
HD 36384 b,HD 36384,Radial Velocity,2023,Bohyunsan Optical Astronomical Observatory,1.8 m Telescope,490,1.3,12.7,2097.66749,5.63,0.2,,M0 III,3940,38.4,1.14,2.589,,05h39m43.68s,84.9319998,+75d02m38.36s,75.0439884,209.309,6.18839
HD 3651 b,HD 3651,Radial Velocity,2003,Multiple Observatories,Multiple Telescopes,62.25,0.295,10.1,72.46524,0.386,0.645,,K0 V,5221,0.87,0.8,-0.274,1.90532,00h39m21.29s,9.8387218,+21d14m55.98s,21.2488844,11.1336,5.88437
HD 37124 b,HD 37124,Radial Velocity,2002,W. M. Keck Observatory,10 m Keck I Telescope,154.378,0.53364,14,214.53525,0.43,0.054,,G4 V,5698.64,0.95,0.85,-0.112,1.71312,05h37m02.40s,84.2599947,+20d43m44.32s,20.7289784,31.6634,7.68
HD 37124 c,HD 37124,Radial Velocity,2002,W. M. Keck Observatory,10 m Keck I Telescope,885.5,1.71,14.1,207.22516,0.406,0.125,,G4 V,5698.64,0.95,0.85,-0.112,1.71312,05h37m02.40s,84.2599947,+20d43m44.32s,20.7289784,31.6634,7.68
HD 37124 d,HD 37124,Radial Velocity,2005,W. M. Keck Observatory,10 m Keck I Telescope,1862,2.807,14,221.20968,0.443,0.16,,G4 V,5698.64,0.95,0.85,-0.112,1.71312,05h37m02.40s,84.2599947,+20d43m44.32s,20.7289784,31.6634,7.68
HD 37605 b,HD 37605,Radial Velocity,2004,McDonald Observatory,9.2 m Hobby-Eberly Telescope,55.01292,0.277,13.2,854.9627,2.04,0.6745,,K0,5329,0.91,0.94,-0.22,1.36793,05h40m01.78s,85.0074276,+06d03m34.24s,6.0595116,46.7864,8.67
HD 37605 c,HD 37605,Radial Velocity,2012,Multiple Observatories,Multiple Telescopes,2720,3.74,13.1,1013.8777,2.48,0.03,,K0,5329,0.91,0.94,-0.22,1.36793,05h40m01.78s,85.0074276,+06d03m34.24s,6.0595116,46.7864,8.67
HD 3765 b,HD 3765,Radial Velocity,2021,Multiple Observatories,Multiple Telescopes,1211,2.108,8.56,54.98431,0.482,0.298,,K2V,5049.8,0.83,0.85,-0.416,2.33565,00h40m49.75s,10.2072994,+40d11m03.45s,40.1842918,17.926,7.36
HD 38283 b,HD 38283,Radial Velocity,2010,Anglo-Australian Telescope,3.9 m Anglo-Australian Telescope,363.20001,1.02,14,127.132,0.255,0.41,,F9.5 V,5981,1.49,1.37,0.411,0.46608,05h37m02.53s,84.2605324,-73d41m59.33s,-73.6998131,38.0615,6.69
HD 38529 b,HD 38529,Radial Velocity,2000,Multiple Observatories,Multiple Telescopes,14.3099,0.115,14.1,206.58846,0.405,0.256,,G4 IV,5697,2.86,0.98,0.834,0.06063,05h46m34.83s,86.6451363,+01d10m03.31s,1.1675866,42.3538,5.92848
HD 38529 c,HD 38529,Radial Velocity,2000,Multiple Observatories,Multiple Telescopes,2127.60566,3.226,12.5,3299.05886,9.28,0.357,104.559,G4 IV,5697,2.86,0.98,0.834,0.06063,05h46m34.83s,86.6451363,+01d10m03.31s,1.1675866,42.3538,5.92848
HD 38801 b,HD 38801,Radial Velocity,2009,Subaru Telescope,8.2 m Subaru Telescope,685.25,1.623,12.5,3082.31534,8.67,0.017,,K0,5338,2.03,1.21,0.659,,05h47m59.12s,86.9963141,-08d19m40.89s,-8.3280256,91.4349,8.26
HD 39091 b,HD 39091,Radial Velocity,2001,Anglo-Australian Telescope,3.9 m Anglo-Australian Telescope,2088.75851,3.311,12.4,3917.23512,11.3,0.642,54.436,G0 V,5950,1.19,1.1,0.16,1.148,05h37m11.83s,84.2992798,-80d27m52.57s,-80.4646041,18.2702,5.65
HD 39194 b,HD 39194,Radial Velocity,2021,La Silla Observatory,3.6 m ESO Telescope,5.6368,0.056,1.83,4,3.59,0.207,,K0 V,5205,0.78,0.67,-0.409,2.57709,05h44m30.98s,86.129071,-70d08m17.66s,-70.1382377,26.4131,8.09
HD 39194 c,HD 39194,Radial Velocity,2021,La Silla Observatory,3.6 m ESO Telescope,14.03,0.103,2.39,6.3,2.54,0.154,,K0 V,5205,0.78,0.67,-0.409,2.57709,05h44m30.98s,86.129071,-70d08m17.66s,-70.1382377,26.4131,8.09
HD 39194 d,HD 39194,Radial Velocity,2021,La Silla Observatory,3.6 m ESO Telescope,33.91,0.185,1.83,4,3.59,0.333,,K0 V,5205,0.78,0.67,-0.409,2.57709,05h44m30.98s,86.129071,-70d08m17.66s,-70.1382377,26.4131,8.09
HD 39855 b,HD 39855,Radial Velocity,2019,Las Campanas Observatory,6.5 m Magellan II Clay Telescope,3.2498,0.041,2.85,8.5,2.02,0.14,,G8 V,5576,0.74,0.87,-0.316,3.1307,05h54m30.26s,88.6260731,-19d42m16.01s,-19.7044472,23.2599,7.51
HD 40307 b,HD 40307,Radial Velocity,2009,La Silla Observatory,3.6 m ESO Telescope,4.3123,0.0468,1.83,4,3.59,0.2,,K2.5 V,4956,0.72,0.77,-0.639,3.02559,05h54m04.13s,88.5172191,-60d01m25.42s,-60.0237289,12.9363,7.17
HD 40307 c,HD 40307,Radial Velocity,2009,La Silla Observatory,3.6 m ESO Telescope,9.6184,0.0799,2.46,6.6,2.44,0.06,,K2.5 V,4956,0.72,0.77,-0.639,3.02559,05h54m04.13s,88.5172191,-60d01m25.42s,-60.0237289,12.9363,7.17
HD 40307 d,HD 40307,Radial Velocity,2009,La Silla Observatory,3.6 m ESO Telescope,20.432,0.1321,3.04,9.5,1.86,0.07,,K2.5 V,4956,0.72,0.77,-0.639,3.02559,05h54m04.13s,88.5172191,-60d01m25.42s,-60.0237289,12.9363,7.17
HD 40307 f,HD 40307,Radial Velocity,2013,La Silla Observatory,3.6 m ESO Telescope,51.76,0.247,2.13,5.2,2.96,0.02,,K2.5 V,4956,0.72,0.77,-0.639,3.02559,05h54m04.13s,88.5172191,-60d01m25.42s,-60.0237289,12.9363,7.17
HD 40307 g,HD 40307,Radial Velocity,2013,La Silla Observatory,3.6 m ESO Telescope,197.8,0.6,2.56,7.1,2.33,0.29,,K2.5 V,4956,0.72,0.77,-0.639,3.02559,05h54m04.13s,88.5172191,-60d01m25.42s,-60.0237289,12.9363,7.17
HD 40956 b,HD 40956,Radial Velocity,2017,Multiple Observatories,Multiple Telescopes,578.6,1.4,13.2,858.141,2.05,0.24,,K0,4869,8.56,2,1.664,,06h06m39.07s,91.6628015,+63d27m13.95s,63.453875,116.593,6.42794
HD 40979 b,HD 40979,Radial Velocity,2002,Multiple Observatories,Multiple Telescopes,264.14999,0.85,12.9,1484.2661,3.8,0.25,,F8 V,6165,1.21,1.45,0.291,0.86779,06h04m30.08s,91.1253346,+44d15m35.23s,44.2597855,34.0883,6.75512
HD 41004 A b,HD 41004 A,Radial Velocity,2004,La Silla Observatory,1.2 m Leonhard Euler Telescope,963,97.51786655,13.2,807.25,1.93,0.74,,K1/K2 V,5310,0.85,0.95,-0.293,,05h59m49.58s,89.9566041,-48d14m21.91s,-48.2394189,36.69117,8.65
HD 41004 B b,HD 41004 B,Radial Velocity,2003,La Silla Observatory,1.2 m Leonhard Euler Telescope,1.3283,1.208363083,12.1,5838.29,18.1,0.081,,M2 V,5036,1.04,0.4,-0.202,1.04864,05h59m49.58s,89.9565956,-48d14m21.88s,-48.2394114,41.5504,8.6078
HD 4113 b,HD 4113,Radial Velocity,2007,La Silla Observatory,1.2 m Leonhard Euler Telescope,526.5239,1.28,13.5,541.26178,1.21,0.899,,G5,5688,1.08,1.01,0.086,1.10439,00h43m12.66s,10.8027515,-37d58m59.25s,-37.9831248,41.8727,7.88
HD 42012 b,HD 42012,Radial Velocity,2017,Haute-Provence Observatory,1.93 m Telescope,857.5,1.67,13.5,508.528,1.14,0.2,,K0,5405,0.82,0.83,-0.27,2.20144,06h09m56.51s,92.485473,+34d08m03.02s,34.1341722,36.7984,8.44
HD 4203 b,HD 4203,Radial Velocity,2001,W. M. Keck Observatory,10 m Keck I Telescope,431.88,1.17,13.3,708.7609,1.66,0.52,,G5,5596,1.42,1.25,0.293,0.41525,00h44m41.33s,11.1722288,+20d26m54.21s,20.4483925,81.3795,8.7
HD 4203 c,HD 4203,Radial Velocity,2014,W. M. Keck Observatory,10 m Keck I Telescope,6700,6.95,13.3,689.66,1.61,0.24,,G5,5582,1.5,0.99,0.293,0.41525,00h44m41.33s,11.1722288,+20d26m54.21s,20.4483925,81.3795,8.7
HD 4208 b,HD 4208,Radial Velocity,2001,W. M. Keck Observatory,10 m Keck I Telescope,832.97,1.662,13.9,257.4423,0.527,0.042,,G7 V Fe-1 CH-0.5,5717,0.85,0.88,-0.1,1.73372,00h44m27.01s,11.1125532,-26d30m54.14s,-26.5150392,34.1937,7.783
HD 42618 b,HD 42618,Radial Velocity,2016,Multiple Observatories,Multiple Telescopes,149.61,0.554,3.89,14.4,1.34,0.19,,G4 V,5727,1,1.01,-0.009,1.57325,06h12m00.77s,93.0032173,+06d46m55.11s,6.7819742,24.3358,6.87
HD 42813 b,HD 42813,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),0.1 m TESS Telescope,13.6308205,0.111,3.41,9.1,1.3,0,89.3,G,5289,0.98,0.9,-0.155,1.42392,06h12m13.88s,93.0578446,-14d38m57.54s,-14.6493167,68.192,9.49
HD 4308 b,HD 4308,Radial Velocity,2005,La Silla Observatory,3.6 m ESO Telescope,15.56,0.12,4.12,15.8915,1.25,0,,G5V,5686,1.02,0.93,-0.004,1.23938,00h44m39.66s,11.1652594,-65d39m09.78s,-65.6527159,22.0158,6.55
HD 4313 b,HD 4313,Radial Velocity,2009,W. M. Keck Observatory,10 m Keck I Telescope,356.21,1.157,13.4,612.45841,1.4,0.147,,G5,4943,5.14,1.63,1.149,,00h45m40.35s,11.4181301,+07d50m42.18s,7.8450492,136.308,7.83
HD 43197 b,HD 43197,Radial Velocity,2010,La Silla Observatory,3.6 m ESO Telescope,308.92072,0.882,14.2,175.75911,0.337,0.742,,G8 V,5508,1,0.96,-0.137,1.11963,06h13m35.84s,93.3993231,-29d53m49.89s,-29.8971929,62.4112,8.98
HD 43197 c,HD 43197,Radial Velocity,2022,Multiple Observatories,Multiple Telescopes,9295.9735,8.54,12.6,2500.67391,6.87,0.149,11.42,G8 V,5508,1,0.96,-0.034,1.11963,06h13m35.84s,93.3993231,-29d53m49.89s,-29.8971929,62.4112,8.98
HD 43691 b,HD 43691,Radial Velocity,2007,Haute-Provence Observatory,1.93 m Telescope,36.9987,0.238,13.2,810.4665,1.94,0.0796,,G0,6093,1.6,1.32,0.5,0.30873,06h19m34.71s,94.8946124,+41d05m31.48s,41.0920773,85.6009,8.03
HD 44219 b,HD 44219,Radial Velocity,2010,La Silla Observatory,3.6 m ESO Telescope,472,1.26,14.1,184.34048,0.361,0.41,90,G3 V,5752,1.32,1.2,0.26,0.50056,06h20m14.40s,95.0599971,-10d43m30.29s,-10.7250799,52.9051,7.69
HD 45184 b,HD 45184,Radial Velocity,2019,La Silla Observatory,3.6 m ESO Telescope,5.8854,0.0644,3.52,12.19,1.54,0.07,,G1.5 V,5869,1.08,1.03,0.053,1.28221,06h24m43.68s,96.1820205,-28d46m50.30s,-28.7806402,21.9532,6.383
HD 45184 c,HD 45184,Radial Velocity,2019,La Silla Observatory,3.6 m ESO Telescope,13.1354,0.11,2.91,8.81,1.96,0.07,,G1.5 V,5869,1.08,1.03,0.053,1.28221,06h24m43.68s,96.1820205,-28d46m50.30s,-28.7806402,21.9532,6.383
HD 45350 b,HD 45350,Radial Velocity,2004,W. M. Keck Observatory,10 m Keck I Telescope,963.6,1.92,13.5,568.89,1.27,0.778,,G5 V,5566,1.26,0.98,0.141,0.68347,06h28m45.65s,97.1902262,+38d57m45.83s,38.9627315,46.8733,7.89
HD 45364 b,HD 45364,Radial Velocity,2008,La Silla Observatory,3.6 m ESO Telescope,225.79,0.6793,9.03,60.16492,0.449,0.067,,K0 V,5466,0.89,0.82,-0.196,1.83641,06h25m38.54s,96.4105736,-31d28m51.61s,-31.4810037,34.354,8.08
HD 45364 c,HD 45364,Radial Velocity,2008,La Silla Observatory,3.6 m ESO Telescope,345.43,0.902,14.2,174.4878,0.335,0.019,,K0 V,5466,0.89,0.82,-0.196,1.83641,06h25m38.54s,96.4105736,-31d28m51.61s,-31.4810037,34.354,8.08
HD 45652 b,HD 45652,Radial Velocity,2008,Haute-Provence Observatory,1.93 m Telescope,44.073,0.237,14.3,137.62039,0.259,0.607,,G8/K0,5294,0.94,0.92,-0.2,1.46107,06h29m13.41s,97.3058709,+10d56m01.04s,10.9336212,34.8541,8.1
HD 457 b,HD 457,Radial Velocity,2022,Multiple Observatories,Multiple Telescopes,20324.58153,15.369,11.9,8445.33643,27.5,0.565,62.585,F,6114.04,1.28,1.15,0.316,0.7696,00h08m59.83s,2.2492922,-39d44m14.06s,-39.7372401,55.0375,7.72
HD 46375 b,HD 46375,Radial Velocity,2000,W. M. Keck Observatory,10 m Keck I Telescope,3.023573,0.0398,10,71.8,0.395,0.063,,K1 IV-V,5285,0.91,0.92,-0.245,1.64032,06h33m12.74s,98.3030763,+05d27m45.03s,5.4625071,29.5529,7.91
HD 47186 b,HD 47186,Radial Velocity,2008,La Silla Observatory,3.6 m ESO Telescope,4.0845,0.05,5.02,22.2481,0.966,0.04,,G6 V,5657,1.08,0.96,0.043,1.05709,06h36m08.81s,99.0367212,-27d37m24.34s,-27.6234285,37.4574,7.63
HD 47186 c,HD 47186,Radial Velocity,2008,La Silla Observatory,3.6 m ESO Telescope,1353.6,2.395,13,111.42,0.279,0.249,,G6 V,5657,1.08,0.96,0.043,1.05709,06h36m08.81s,99.0367212,-27d37m24.34s,-27.6234285,37.4574,7.63
HD 4732 b,HD 4732,Radial Velocity,2012,Multiple Observatories,Multiple Telescopes,371.74,1.129,13.4,631.20722,1.44,0.266,,K0 IV,4898,5.03,1.39,1.118,,00h49m14.04s,12.3085089,-24d08m12.87s,-24.1369079,54.7841,5.9
HD 4732 c,HD 4732,Radial Velocity,2012,Multiple Observatories,Multiple Telescopes,3184.2,4.725,13.1,1069.49259,2.61,0.187,,K0 IV,4898,5.03,1.39,1.118,,00h49m14.04s,12.3085089,-24d08m12.87s,-24.1369079,54.7841,5.9
HD 47366 b,HD 47366,Radial Velocity,2016,Okayama Astrophysical Observatory,1.88 m Telescope,360.08,1.207,13.4,661.71874,1.51,0.071,,K1 III,4866,7.3,1.81,1.417,,06h37m40.80s,99.4200181,-12d59m08.37s,-12.9856593,84.3552,6.11151
HD 47366 c,HD 47366,Radial Velocity,2016,Okayama Astrophysical Observatory,1.88 m Telescope,677.53,1.84,13.5,483.73484,1.08,0.161,,K1 III,4866,7.3,1.81,1.417,,06h37m40.80s,99.4200181,-12d59m08.37s,-12.9856593,84.3552,6.11151
HD 47536 b,HD 47536,Radial Velocity,2002,La Silla Observatory,1.52 m ESO Telescope,712.13,1.93,12.6,2330,6.4,0.2,,K1 III,4380,23.47,2.1,2.248,,06h37m47.75s,99.448958,-32d20m22.03s,-32.3394531,122.536,5.25
HD 4760 b,HD 4760,Radial Velocity,2021,Multiple Observatories,Multiple Telescopes,434,1.14,12.3,4417.837,13,0.23,,K2,4076,42.4,1.05,2.93,,00h49m39.88s,12.4161652,+06d24m25.71s,6.4071412,537.873,7.51
HD 48265 b,HD 48265,Radial Velocity,2008,Las Campanas Observatory,6.5 m Magellan II Clay Telescope,778.51,1.814,13.5,484.69075,1.08,0.211,,G5 IV/V,5733,1.9,1.31,0.584,0.16653,06h40m01.77s,100.0073683,-48d32m30.58s,-48.5418284,90.5446,8.05
HD 48948 b,HD 48948,Radial Velocity,2024,Roque de los Muchachos Observatory,3.58 m Telescopio Nazionale Galileo,7.34013,0.0652,2.06,4.88,3.07,0.055,,K3 V,4593,0.68,0.69,-0.789,3.07342,06h49m57.55s,102.489811,+60d20m14.33s,60.3373133,16.9043,8.58
HD 48948 c,HD 48948,Radial Velocity,2024,Roque de los Muchachos Observatory,3.58 m Telescopio Nazionale Galileo,38.06,0.1951,2.6,7.27,2.27,0.55,,K3 V,4593,0.68,0.69,-0.789,3.07342,06h49m57.55s,102.489811,+60d20m14.33s,60.3373133,16.9043,8.58
HD 48948 d,HD 48948,Radial Velocity,2024,Roque de los Muchachos Observatory,3.58 m Telescopio Nazionale Galileo,151.92,0.4894,3.24,10.59,1.71,0.055,,K3 V,4593,0.68,0.69,-0.789,3.07342,06h49m57.55s,102.489811,+60d20m14.33s,60.3373133,16.9043,8.58
HD 4917 b,HD 4917,Radial Velocity,2018,W. M. Keck Observatory,10 m Keck I Telescope,400.5,1.167,13.5,513.29545,1.15,0.066,,K0 III/IV,4802,5.01,1.32,1.456,,00h51m06.30s,12.7762624,-12d55m39.59s,-12.9276648,204.277,8.03
HD 49674 b,HD 49674,Radial Velocity,2002,W. M. Keck Observatory,10 m Keck I Telescope,4.94737,0.06,6.2,31.783,0.733,0.09,,G5 V,5602,1.02,1.03,-0.022,1.23163,06h51m30.56s,102.8773483,+40d52m02.02s,40.8672284,43.0399,8.1
HD 50499 b,HD 50499,Radial Velocity,2005,W. M. Keck Observatory,10 m Keck I Telescope,2447.1,3.833,13.5,519.96988,1.16,0.266,,G1 V,6102,1.35,1.25,0.376,0.50998,06h52m01.94s,103.008075,-33d54m54.96s,-33.915267,46.2845,7.21
HD 50499 c,HD 50499,Radial Velocity,2019,La Silla Observatory,1.2 m Leonhard Euler Telescope,8619.9,9.02,13.2,931.2419,2.22,0,,G1 V,6099,1.42,1.31,0.376,0.50998,06h52m01.94s,103.008075,-33d54m54.96s,-33.915267,46.2845,7.21
HD 50554 b,HD 50554,Radial Velocity,2002,Lick Observatory,0.6 m Coude Auxiliary Telescope,1293,2.353,12.8,1859.29618,4.87,0.501,61,F8 V,5987,1.02,1.04,0.143,1.08476,06h54m42.79s,103.678273,+24d14m42.51s,24.2451409,31.1664,6.8561
